result_name,value,set_id,dim_name_1,dim_value_1,dim_name_2,dim_value_2,dim_name_3,dim_value_3,dim_name_4,dim_value_4,dim_name_5,dim_value_5,dim_name_6,dim_value_6,measure_id,name,description,source_name
name=PHIS MEDIAN|||unit=Px,,2770,Data Element,Px End Date,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2098,Px count with missing px end dates.,Px count with missing or null px end dates.,PHIS
name=PHIS MEDIAN|||unit=%,99.5,2771,Data Element,Zip Code,Issue Period,2012 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1676,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=HOSPITAL VALUE|||unit=%,98.7,2771,Data Element,Zip Code,Issue Period,2012 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1676,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=PHIS MEDIAN|||unit=%,,2772,Data Element,Px Start Hour,Issue Period,2010 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1952,Px start hour is missing for 100% of Px.,Px start hour is missing for 100% of Px. (Start Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=%,100,2772,Data Element,Px Start Hour,Issue Period,2010 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1952,Px start hour is missing for 100% of Px.,Px start hour is missing for 100% of Px. (Start Hour = 99),PHIS
name=PHIS MEDIAN|||unit=,,2773,Data Element,Px End Hour (Principal Px),Issue Period,2004 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2236,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,2773,Data Element,Px End Hour (Principal Px),Issue Period,2004 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2236,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=cases,,2774,Data Element,Charges-Billed,Issue Period,2011 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1277,Financial data missing cases. (CTC Flag=No and >=.5%),Financial data missing cases. (CTC Flag=No and rate >= .5% and <100%),PHIS
name=HOSPITAL VALUE|||unit=cases,15,2774,Data Element,Charges-Billed,Issue Period,2011 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1277,Financial data missing cases. (CTC Flag=No and >=.5%),Financial data missing cases. (CTC Flag=No and rate >= .5% and <100%),PHIS
name=HOSPITAL VALUE|||unit=%,0.5,2774,Data Element,Charges-Billed,Issue Period,2011 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1278,Financial data missing rate. (CTC Flag=No and >=.5%),Financial data missing rate >= .5% of cases. (CTC Flag=No and rate >= .5% and <100%),PHIS
name=PHIS MEDIAN|||unit=%,,2774,Data Element,Charges-Billed,Issue Period,2011 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1278,Financial data missing rate. (CTC Flag=No and >=.5%),Financial data missing rate >= .5% of cases. (CTC Flag=No and rate >= .5% and <100%),PHIS
name=HOSPITAL VALUE|||unit=cases,26,2775,Data Element,Charges-Billed,Issue Period,2013 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1277,Financial data missing cases. (CTC Flag=No and >=.5%),Financial data missing cases. (CTC Flag=No and rate >= .5% and <100%),PHIS
name=HOSPITAL VALUE|||unit=%,0.6,2775,Data Element,Charges-Billed,Issue Period,2013 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1278,Financial data missing rate. (CTC Flag=No and >=.5%),Financial data missing rate >= .5% of cases. (CTC Flag=No and rate >= .5% and <100%),PHIS
name=PHIS MEDIAN|||unit=%,,2775,Data Element,Charges-Billed,Issue Period,2013 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1278,Financial data missing rate. (CTC Flag=No and >=.5%),Financial data missing rate >= .5% of cases. (CTC Flag=No and rate >= .5% and <100%),PHIS
name=PHIS MEDIAN|||unit=cases,,2775,Data Element,Charges-Billed,Issue Period,2013 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1277,Financial data missing cases. (CTC Flag=No and >=.5%),Financial data missing cases. (CTC Flag=No and rate >= .5% and <100%),PHIS
name=HOSPITAL VALUE|||unit=%,100,2776,Data Element,Px Start Hour,Issue Period,2013 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1955,Px start hour is missing for 100% of Px.,Px start hour is missing for 100% of Px. (Start Hour = 99),PHIS
name=PHIS MEDIAN|||unit=%,,2776,Data Element,Px Start Hour,Issue Period,2013 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1955,Px start hour is missing for 100% of Px.,Px start hour is missing for 100% of Px. (Start Hour = 99),PHIS
name=PHIS MEDIAN|||unit=%,,2777,Data Element,Discharge Hour,Issue Period,2012 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2662,Discharge Hour = Medical Discharge Hour for 100% of cases,Discharge Hour (Physical) = Medical Discharge Hour for 100% of cases,PHIS
name=HOSPITAL VALUE|||unit=%,100,2777,Data Element,Discharge Hour,Issue Period,2012 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2662,Discharge Hour = Medical Discharge Hour for 100% of cases,Discharge Hour (Physical) = Medical Discharge Hour for 100% of cases,PHIS
name=PHIS MEDIAN|||unit=,,2778,Data Element,Zip Code,Issue Period,2006 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2191,Version 1 data does not include Zip code last 4 digits.,Version 1 data does not include Zip code last 4 digits.,PHIS
name=HOSPITAL VALUE|||unit=,,2778,Data Element,Zip Code,Issue Period,2006 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2191,Version 1 data does not include Zip code last 4 digits.,Version 1 data does not include Zip code last 4 digits.,PHIS
name=PHIS MEDIAN|||unit=cases,,2779,Data Element,Charges-Billed,Issue Period,2008 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1345,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=PHIS MEDIAN|||unit=%,,2779,Data Element,Charges-Billed,Issue Period,2008 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1346,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=%,2.1,2779,Data Element,Charges-Billed,Issue Period,2008 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1346,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=cases,21,2779,Data Element,Charges-Billed,Issue Period,2008 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1345,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=PHIS MEDIAN|||unit=%,4.9,2780,Data Element,Patient Type,Issue Period,2011 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1571,Normal newborn rate is >5% of neonates.,Normal newborn rate >5% of neonates age <=28 days. (MS-DRG 795 or CMS DRG 391 if MS-DRG not available),PHIS
name=HOSPITAL VALUE|||unit=%,5.7,2780,Data Element,Patient Type,Issue Period,2011 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1571,Normal newborn rate is >5% of neonates.,Normal newborn rate >5% of neonates age <=28 days. (MS-DRG 795 or CMS DRG 391 if MS-DRG not available),PHIS
name=PHIS MEDIAN|||unit=%,0,2781,Data Element,Patient Type,Issue Period,2013 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1572,OB-GYN (MDC 14) rate is >=.5%.,OB-GYN (MDC 14) rate is >=.5%.,PHIS
name=HOSPITAL VALUE|||unit=%,0.6,2781,Data Element,Patient Type,Issue Period,2013 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1572,OB-GYN (MDC 14) rate is >=.5%.,OB-GYN (MDC 14) rate is >=.5%.,PHIS
name=HOSPITAL VALUE|||unit=%,100,2782,Data Element,Px Start Hour (Principal Px),Issue Period,2010 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1961,PPx start hour is missing for 100% of PPx.,Principal Px start hour is missing for 100% of Principal Px. (Start Hour = 99),PHIS
name=PHIS MEDIAN|||unit=%,,2782,Data Element,Px Start Hour (Principal Px),Issue Period,2010 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1961,PPx start hour is missing for 100% of PPx.,Principal Px start hour is missing for 100% of Principal Px. (Start Hour = 99),PHIS
name=PHIS MEDIAN|||unit=$,23553,2783,Data Element,"Charges-Billed, Supply",Issue Period,2009 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1275,CTC unspecified code charges-Supply,Supply unspecified CTC codes (Supply Item = 200000) have >$100K in charges associated with them and >1% of Supply charges are unspecified. Charges associated with unspecified CTC codes are not available for analysis.,PHIS
name=HOSPITAL VALUE|||unit=%,1.3,2783,Data Element,"Charges-Billed, Supply",Issue Period,2009 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1276,CTC unspecified code charges-Supply rate,Supply unspecified CTC codes (Supply Item = 200000) have >$100K in charges associated with them and >1% of Supply charges are unspecified. (% of Supply Charges) Charges associated with unspecified CTC codes are not available for analysis.,PHIS
name=HOSPITAL VALUE|||unit=$,175048,2783,Data Element,"Charges-Billed, Supply",Issue Period,2009 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1275,CTC unspecified code charges-Supply,Supply unspecified CTC codes (Supply Item = 200000) have >$100K in charges associated with them and >1% of Supply charges are unspecified. Charges associated with unspecified CTC codes are not available for analysis.,PHIS
name=PHIS MEDIAN|||unit=%,0.2,2783,Data Element,"Charges-Billed, Supply",Issue Period,2009 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1276,CTC unspecified code charges-Supply rate,Supply unspecified CTC codes (Supply Item = 200000) have >$100K in charges associated with them and >1% of Supply charges are unspecified. (% of Supply Charges) Charges associated with unspecified CTC codes are not available for analysis.,PHIS
name=HOSPITAL VALUE|||unit=%,97.1353,2784,Data Element,Physician ID - Version 1,Issue Period,2004 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2264,Attending physician entered <=98% cases.,Attending physician is entered for <=98% of cases. (Attending physician not = 0),PHIS
name=PHIS MEDIAN|||unit=%,50,2784,Data Element,Physician ID - Version 1,Issue Period,2004 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2264,Attending physician entered <=98% cases.,Attending physician is entered for <=98% of cases. (Attending physician not = 0),PHIS
name=HOSPITAL VALUE|||unit=,,2785,Data Element,Px End Date,Issue Period,2004 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2231,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,2785,Data Element,Px End Date,Issue Period,2004 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2231,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=%,100,2786,Data Element,Medical Discharge Hour,Issue Period,2012 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1772,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=PHIS MEDIAN|||unit=%,0,2786,Data Element,Medical Discharge Hour,Issue Period,2012 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1796,Med discharge hour >=18% 23 (11:00 PM to 11:59 PM).,Medical discharge hour >=18% 23 (11:00 PM to 11:59 PM) (and <100%).,PHIS
name=HOSPITAL VALUE|||unit=%,91.5,2786,Data Element,Medical Discharge Hour,Issue Period,2012 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1796,Med discharge hour >=18% 23 (11:00 PM to 11:59 PM).,Medical discharge hour >=18% 23 (11:00 PM to 11:59 PM) (and <100%).,PHIS
name=PHIS MEDIAN|||unit=%,,2786,Data Element,Medical Discharge Hour,Issue Period,2012 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1772,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=HOSPITAL VALUE|||unit=%,20.7,2787,Data Element,Gestational Age,Issue Period,2013 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,25,Gestational Age missing entry rate >=20%,Gestational Age missing values >=20% for neonates age <=28 days,PHIS
name=PHIS MEDIAN|||unit=%,10.4,2787,Data Element,Gestational Age,Issue Period,2013 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,25,Gestational Age missing entry rate >=20%,Gestational Age missing values >=20% for neonates age <=28 days,PHIS
name=PHIS MEDIAN|||unit=%,,2788,Data Element,Px End Hour (Principal Px),Issue Period,2010 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2127,PPx end hour is missing for 100% of PPx.,Principal Px end hour is missing for 100% of Principal Px. (End Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=%,100,2788,Data Element,Px End Hour (Principal Px),Issue Period,2010 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2127,PPx end hour is missing for 100% of PPx.,Principal Px end hour is missing for 100% of Principal Px. (End Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=%,5.3,2789,Data Element,Day of Service - Assignment,Issue Period,2013 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,22,DOS starts with 1 for >=5% of sample cases.,DOS starts with 1 for >=5% of APR-DRG 225 cases; pharmacy units billed >0; DOS not missing),PHIS
name=PHIS MEDIAN|||unit=%,1.8,2789,Data Element,Day of Service - Assignment,Issue Period,2013 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,22,DOS starts with 1 for >=5% of sample cases.,DOS starts with 1 for >=5% of APR-DRG 225 cases; pharmacy units billed >0; DOS not missing),PHIS
name=PHIS MEDIAN|||unit=%,,2790,Data Element,Medical Discharge Hour,Issue Period,2008 Q1,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1745,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=HOSPITAL VALUE|||unit=%,100,2790,Data Element,Medical Discharge Hour,Issue Period,2008 Q1,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1745,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=PHIS MEDIAN|||unit=%,,2791,Data Element,Race,Issue Period,2004 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,263,Race entries missing for >=25% of cases.,Race entries are missing for >=25% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,26.69,2791,Data Element,Race,Issue Period,2004 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,263,Race entries missing for >=25% of cases.,Race entries are missing for >=25% of cases.,PHIS
name=HOSPITAL VALUE|||unit=,,2792,Data Element,Discharge Hour Indicator,Issue Period,2005 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2183,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,2792,Data Element,Discharge Hour Indicator,Issue Period,2005 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2183,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=%,0,2793,Data Element,Principal Diagnosis Code (PDx),Issue Period,2013 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1610,PDx code is invalid for >=.5% of cases.,Principal Diagnosis code is invalid for >=.5% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,0.6,2793,Data Element,Principal Diagnosis Code (PDx),Issue Period,2013 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1610,PDx code is invalid for >=.5% of cases.,Principal Diagnosis code is invalid for >=.5% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,100,2794,Data Element,Discharge Hour,Issue Period,2009 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2660,Discharge Hour = Medical Discharge Hour for 100% of cases,Discharge Hour (Physical) = Medical Discharge Hour for 100% of cases,PHIS
name=PHIS MEDIAN|||unit=%,,2794,Data Element,Discharge Hour,Issue Period,2009 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2660,Discharge Hour = Medical Discharge Hour for 100% of cases,Discharge Hour (Physical) = Medical Discharge Hour for 100% of cases,PHIS
name=HOSPITAL VALUE|||unit=,,2795,Data Element,Px End Hour,Issue Period,2006 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2234,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,2795,Data Element,Px End Hour,Issue Period,2006 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2234,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=%,2.2,2796,Data Element,Charges-Variance,Issue Period,2012 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1347,Total billed and total abstr chgs dif is >= ±2% for qtr.,Total billed and total abstract charges overall rate difference is >= å±2% for the quarter.,PHIS
name=PHIS MEDIAN|||unit=%,,2796,Data Element,Charges-Variance,Issue Period,2012 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1347,Total billed and total abstr chgs dif is >= ±2% for qtr.,Total billed and total abstract charges overall rate difference is >= å±2% for the quarter.,PHIS
name=PHIS MEDIAN|||unit=,,2797,Data Element,Remote Location Data,Issue Period,2012 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,171,Remote location data includes unit within a hospital cases,Remote location data includes unit within a hospital cases,PHIS
name=HOSPITAL VALUE|||unit=,,2797,Data Element,Remote Location Data,Issue Period,2012 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,171,Remote location data includes unit within a hospital cases,Remote location data includes unit within a hospital cases,PHIS
name=HOSPITAL VALUE|||unit=%,99.6,2798,Data Element,Zip Code,Issue Period,2010 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1681,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=PHIS MEDIAN|||unit=%,99.8,2798,Data Element,Zip Code,Issue Period,2010 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1681,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=PHIS MEDIAN|||unit=%,99.3,2799,Data Element,Zip Code,Issue Period,2007 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1691,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=HOSPITAL VALUE|||unit=%,97.7,2799,Data Element,Zip Code,Issue Period,2007 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1691,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=PHIS MEDIAN|||unit=,,2800,Data Element,Discharge Hour Indicator,Issue Period,2011 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1502,"Disch Hr Ind=Default, but Disch Hr spread thru the day.","Discharge Hour Indicator is not consistent with entries. 100% Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day (>=1 Discharge Hour single value measure is <18% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=%,99.9,2800,Data Element,Discharge Hour Indicator,Issue Period,2011 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2161,Disch Hr Ind = default for >99% of cases,Discharge Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=,,2800,Data Element,Discharge Hour Indicator,Issue Period,2011 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1502,"Disch Hr Ind=Default, but Disch Hr spread thru the day.","Discharge Hour Indicator is not consistent with entries. 100% Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day (>=1 Discharge Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,,2800,Data Element,Discharge Hour Indicator,Issue Period,2011 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2161,Disch Hr Ind = default for >99% of cases,Discharge Hour Indicator = default for >99% of cases,PHIS
name=PHIS MEDIAN|||unit=%,,2801,Data Element,Race,Issue Period,1993 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,213,Race entries missing for >=25% of cases.,Race entries are missing for >=25% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,38.44,2801,Data Element,Race,Issue Period,1993 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,213,Race entries missing for >=25% of cases.,Race entries are missing for >=25% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,79.1,2802,Data Element,Medical Discharge Hour,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1796,Med discharge hour >=18% 23 (11:00 PM to 11:59 PM).,Medical discharge hour >=18% 23 (11:00 PM to 11:59 PM) (and <100%).,PHIS
name=PHIS MEDIAN|||unit=%,,2802,Data Element,Medical Discharge Hour,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1772,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=PHIS MEDIAN|||unit=%,0.1,2802,Data Element,Medical Discharge Hour,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1796,Med discharge hour >=18% 23 (11:00 PM to 11:59 PM).,Medical discharge hour >=18% 23 (11:00 PM to 11:59 PM) (and <100%).,PHIS
name=HOSPITAL VALUE|||unit=%,100,2802,Data Element,Medical Discharge Hour,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1772,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=HOSPITAL VALUE|||unit=,,2803,Data Element,Payer-Secondary,Issue Period,2005 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2276,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,2803,Data Element,Payer-Secondary,Issue Period,2005 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2276,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,2804,Data Element,Medical Discharge Hour,Issue Period,2004 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2200,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,2804,Data Element,Medical Discharge Hour,Issue Period,2004 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2200,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,2805,Data Element,Medical Discharge Hour,Issue Period,2005 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2200,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,2805,Data Element,Medical Discharge Hour,Issue Period,2005 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2200,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,2806,Data Element,Px Anesthesia Type,Issue Period,2006 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2226,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,2806,Data Element,Px Anesthesia Type,Issue Period,2006 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2226,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=%,100,2807,Data Element,Px Start Hour (Principal Px),Issue Period,2007 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1958,PPx start hour is missing for 100% of PPx.,Principal Px start hour is missing for 100% of Principal Px. (Start Hour = 99),PHIS
name=PHIS MEDIAN|||unit=%,,2807,Data Element,Px Start Hour (Principal Px),Issue Period,2007 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1958,PPx start hour is missing for 100% of PPx.,Principal Px start hour is missing for 100% of Principal Px. (Start Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=,,2808,Data Element,Zip Code,Issue Period,2004 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2191,Version 1 data does not include Zip code last 4 digits.,Version 1 data does not include Zip code last 4 digits.,PHIS
name=PHIS MEDIAN|||unit=,,2808,Data Element,Zip Code,Issue Period,2004 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2191,Version 1 data does not include Zip code last 4 digits.,Version 1 data does not include Zip code last 4 digits.,PHIS
name=PHIS MEDIAN|||unit=,,2809,Data Element,Zip Code,Issue Period,2005 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2191,Version 1 data does not include Zip code last 4 digits.,Version 1 data does not include Zip code last 4 digits.,PHIS
name=HOSPITAL VALUE|||unit=,,2809,Data Element,Zip Code,Issue Period,2005 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2191,Version 1 data does not include Zip code last 4 digits.,Version 1 data does not include Zip code last 4 digits.,PHIS
name=PHIS MEDIAN|||unit=,,2810,Data Element,Cost Center,Issue Period,2006 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2658,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
